groupId	protId	protCount	functId	desc
ENOG410WBGB	ENSP00000332290	4	S	NA
ENOG410WIBS	ENSP00000359988	27	A	Serine arginine-rich splicing factor 11
ENOG410WEG6	ENSP00000401947	6	K	Zinc finger protein
ENOG410WFYM	ENSP00000302579	23	TZ	Sciellin
ENOG410WIND	ENSP00000385481	30	A	methyltransferase like 21A
ENOG410VATB	ENSP00000454248	30	S	transmembrane protein 249
ENOG410VBN4	ENSP00000341787	25	S	Butyrophilin-like
ENOG410VD3G	ENSP00000311183	5	K	Zinc finger protein 497
ENOG410WGK0	ENSP00000284776	20	T	Sorbin and SH3 domain containing 2
ENOG410WBFX	ENSP00000381488	2	Z	NA
ENOG410VFB0	ENSP00000395461	56	A	BTB (POZ) domain containing 19
ENOG410VP8W	ENSP00000258776	9	S	chromosome 7 open reading frame
ENOG410V4VK	ENSP00000357465	25	S	tudor domain containing 10
ENOG410WID2	ENSP00000362836	21	S	Potassium channel tetramerisation domain containing 20
ENOG410V509	ENSP00000281523	52	S	zinc finger protein 385D
ENOG410WGDM	ENSP00000261023	19	W	Integrin alpha v
ENOG410VG49	ENSP00000250076	16	K	Zinc finger protein 232
ENOG410VE49	ENSP00000341274	29	S	NA
ENOG410WG84	ENSP00000424768	25	S	transmembrane protein with EGF-like and two follistatin-like domains 1
ENOG410VCME	ENSP00000337852	22	K	zinc finger protein 576
ENOG410WBGT	ENSP00000425801	2	S	NA
ENOG410VTCD	ENSP00000419922	41	S	Neuroblastoma breakpoint family member
ENOG410WEET	ENSP00000383270	7	S	small integral membrane protein 2
ENOG410V6ZB	ENSP00000280056	56	Q	Dehydrogenase reductase SDR family member
ENOG410VYNB	ENSP00000421307	6	S	Mitochondrial 28S ribosomal protein S32
ENOG410VIQ1	ENSP00000435877	6	S	NA
ENOG410VPRC	ENSP00000379458	5	K	Zinc finger protein 586
ENOG410V937	ENSP00000359371	16	K	Basic helix-loop-helix family, member
ENOG410VVCR	ENSP00000349114	8	S	NA
ENOG410VI1B	ENSP00000323821	22	S	NA
ENOG410WD1F	ENSP00000275732	11	S	GRB10 interacting GYF protein 1
ENOG410WI1N	ENSP00000363079	13	W	Calcium-dependent lectin involved in innate immune defense. Binds mannose, fucose and N-acetylglucosamine on different microorganisms and activates the lectin complement pathway. Binds to late apoptotic cells, as well as to apoptotic blebs and to necrotic cells, but not to early apoptotic cells, facilitating their uptake by macrophages
ENOG410WBJ0	ENSP00000388733	3	S	NA
ENOG410WF53	ENSP00000359566	4	S	NA
ENOG410VEBY	ENSP00000420854	42	S	EF-hand calcium binding domain 12
ENOG410WETN	ENSP00000386489	5	S	NA
ENOG410WG5Q	ENSP00000348821	27	Z	myomesin 1
ENOG410VYVJ	ENSP00000407866	2	S	NA
ENOG410WC0A	ENSP00000415462	2	S	NA
ENOG410WI31	ENSP00000307513	22	T	Mannose receptor, C type 2
ENOG410VA52	ENSP00000431287	39	S	Methyltransferase like 12
ENOG410WICC	ENSP00000350369	8	K	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)
ENOG410VPGJ	ENSP00000366537	9	S	chromosome 1 open reading frame 200
ENOG410WF2N	ENSP00000386299	4	S	NA
ENOG410VMM2	ENSP00000380053	17	K	leucine twenty homeobox
ENOG410V96T	ENSP00000334854	28	P	zinc activated ligand-gated ion channel
ENOG410VG3M	ENSP00000278319	45	K	zinc finger protein 215
ENOG410VCMK	ENSP00000345102	24	S	chromosome 19 open reading frame 35
ENOG410WEN0	ENSP00000386667	4	S	NA
ENOG410WF0F	ENSP00000428331	5	S	surfactant associated 3
ENOG410WC1N	ENSP00000410360	3	S	NA
ENOG410VA9M	ENSP00000309007	41	S	THAP domain containing 6
ENOG410WERI	ENSP00000461760	21	S	Golgin subfamily A member
ENOG410WBMZ	ENSP00000240189	3	K	PRAME family member
ENOG410WC1U	ENSP00000334985	3	Z	keratin-associated protein
ENOG410V63A	ENSP00000359567	43	K	SRY (Sex determining region Y)-box
ENOG410V9EF	ENSP00000289429	105	S	t-cell surface glycoprotein
ENOG410VI3W	ENSP00000259989	26	T	fibroblast growth factor binding protein 2
ENOG410WH3H	ENSP00000369604	32	S	F-box protein 16
ENOG410VVWZ	ENSP00000369986	6	S	chromosome 21 open reading frame 88
ENOG410WEKD	ENSP00000402158	5	S	NA
ENOG410VUBX	ENSP00000443007	6	S	chromosome 12 open reading frame 36
ENOG410V6VZ	ENSP00000433757	53	O	Tetratricopeptide repeat domain 12
ENOG410WBS2	ENSP00000361124	4	T	Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction (By similarity)
ENOG410VB1K	ENSP00000262637	28	K	ovo-like 3 (Drosophila)
ENOG410WH2X	ENSP00000278187	50	Z	Growth arrest-specific 2
ENOG410WIMI	ENSP00000351650	54	L	nudix (nucleoside diphosphate linked moiety X)-type motif
ENOG410WEZP	ENSP00000341236	6	K	zinc finger protein 695
ENOG410WBUY	ENSP00000471326	3	S	NA
ENOG410WC03	ENSP00000450404	2	S	NA
ENOG410VQGY	ENSP00000340296	7	I	chromosome 10 open reading frame 129
ENOG410VYCM	ENSP00000375562	6	S	NA
ENOG410WICT	ENSP00000366953	55	S	DDB1 and CUL4 associated factor 10
ENOG410WC2U	ENSP00000421652	2	K	KRAB box
ENOG410WBGD	ENSP00000416897	3	S	NA
ENOG410VNA3	ENSP00000425996	10	S	NA
ENOG410WBYJ	ENSP00000429072	2	S	NA
ENOG410WFBH	ENSP00000246672	12	K	nuclear receptor subfamily 1, group D, member 1
ENOG410V6RH	ENSP00000341528	20	K	zinc finger protein 34
ENOG410VHFV	ENSP00000279147	44	S	oral cancer overexpressed 1
ENOG410WC1H	ENSP00000427764	2	S	NA
ENOG410WJG8	ENSP00000285046	15	T	FYVE, RhoGEF and PH domain containing 5
ENOG410WGPG	ENSP00000263196	35	T	DiGeorge syndrome critical region gene 2
ENOG410V9BD	ENSP00000291971	15	S	NLR family, pyrin domain containing 8
ENOG410WIHC	ENSP00000362677	17	B	WD repeat domain 38
ENOG410WEZ5	ENSP00000391397	5	P	Metallothioneins have a high content of cysteine residues that bind various heavy metals (By similarity)
ENOG410VMZ6	ENSP00000350856	10	S	chromosome 8 open reading frame 86
ENOG410WIZR	ENSP00000392787	12	K	Tripartite motif containing 27
ENOG410WEGA	ENSP00000365289	7	K	PRAME family member
ENOG410VNQX	ENSP00000301246	8	S	Chromosome 19 open reading frame
ENOG410WEHY	ENSP00000250831	11	A	RNA-binding motif protein, Y chromosome, family 1 member
ENOG410V4K2	ENSP00000350078	16	K	AT rich interactive domain 5A (MRF1-like)
ENOG410WBGW	ENSP00000438234	2	S	NA
ENOG410VVYK	ENSP00000391874	5	S	NA
ENOG410WEJE	ENSP00000375259	4	S	NA
ENOG410WEMT	ENSP00000411112	6	S	chromosome 17 open reading frame 112
ENOG410VN7J	ENSP00000257572	12	S	harakiri, BCL2 interacting protein (contains only BH3 domain)
ENOG410WBZB	ENSP00000354929	4	T	May function in the Notch signaling pathway and regulate neutrophil differentiation
ENOG410VCAT	ENSP00000390179	21	K	zinc finger protein 527
ENOG410VGN2	ENSP00000345024	17	K	GLI family zinc finger 4
ENOG410V7HU	ENSP00000426978	5	A	nuclear RNA export factor 5
ENOG410WBK0	ENSP00000471409	2	S	NA
ENOG410VF02	ENSP00000420727	20	K	zinc finger protein 181
ENOG410W0PV	ENSP00000375476	4	Z	Inherit from KOG: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high- sulfur and high-glycine-tyrosine keratins
ENOG410WC25	ENSP00000430301	2	S	NA
ENOG410WJ5Y	ENSP00000260947	6	L	BRCA1 associated RING domain 1
ENOG410VMF6	ENSP00000397881	30	S	PET117 homolog (S. cerevisiae)
ENOG410VG0W	ENSP00000300762	15	O	matrix metallopeptidase 26
ENOG410VDIP	ENSP00000320604	85	I	Chromosome 5 open reading frame 4
ENOG410WF31	ENSP00000471829	9	S	melanoma antigen, family A
ENOG410VCC9	ENSP00000319322	22	T	olfactory receptor, family 4, subfamily K, member 13
ENOG410WEK6	ENSP00000386400	4	S	NA
ENOG410VMMT	ENSP00000383246	9	S	NA
ENOG410WIIR	ENSP00000363709	25	T	ferric-chelate reductase 1-like
ENOG410WEPE	ENSP00000401479	5	S	NA
ENOG410WBX7	ENSP00000359831	3	S	NA
ENOG410V9VM	ENSP00000329264	17	K	Zinc finger protein 662
ENOG410VYPK	ENSP00000351598	5	S	NA
ENOG410WBYP	ENSP00000423049	3	S	chromosome 5 open reading frame 27
ENOG410WI23	ENSP00000299663	18	TV	C-type lectin domain family 4 member E
ENOG410WC1Y	ENSP00000400587	3	P	Inherit from KOG: voltage-dependent anion channel
ENOG410WEJN	ENSP00000395902	6	S	cyclin-Y-like protein
ENOG410VG9T	ENSP00000342156	37	T	Natural cytotoxicity triggering receptor 3
ENOG410VVD1	ENSP00000292125	27	T	Pregnancy specific beta-1-glycoprotein
ENOG410WC3Z	ENSP00000470184	3	T	Leucine Rich Repeat
ENOG410WBX4	ENSP00000393556	3	S	NA
ENOG410VHRY	ENSP00000351642	29	S	Breast carcinoma amplified sequence 4
ENOG410V5MM	ENSP00000320648	39	S	kiaa1875
ENOG410WG90	ENSP00000266086	14	P	solute carrier family 5 (low affinity glucose cotransporter), member 4
ENOG410WEI5	ENSP00000310465	4	S	NA
ENOG410WFCQ	ENSP00000216237	23	K	L(3)mbt-like 2 (Drosophila)
ENOG410VN2Y	ENSP00000405210	7	S	sperm protein associated with the nucleus on the X chromosome N4-like
ENOG410VGFK	ENSP00000278772	13	K	zinc finger protein 343
ENOG410WBZJ	ENSP00000389880	3	S	NA
ENOG410WBRP	ENSP00000395629	2	K	KRAB box
ENOG410WJ9Y	ENSP00000457881	66	J	Cytoplasmic polyadenylation element binding protein
ENOG410WBSC	ENSP00000374013	3	O	proline-rich protein BstNI subfamily 2
ENOG410V62P	ENSP00000403536	23	E	Guanidinoacetate N-methyltransferase
ENOG410WBHW	ENSP00000370904	4	S	NA
ENOG410WC30	ENSP00000435481	2	S	NA
ENOG410WC5D	ENSP00000357586	3	P	family with sequence similarity 26, member D
ENOG410VPER	ENSP00000304071	9	S	chromosome 7 open reading frame
ENOG410WEID	ENSP00000396652	5	S	NA
ENOG410WBW5	ENSP00000383299	3	S	NA
ENOG410WBQ0	ENSP00000447064	2	S	NA
ENOG410WBWZ	ENSP00000437481	2	S	NA
ENOG410VRYH	ENSP00000365255	12	S	ankyrin repeat domain
ENOG410VHS2	ENSP00000358644	18	S	family with sequence similarity 19 (chemokine (C-C motif)-like), member
ENOG410VE0K	ENSP00000411372	17	S	family with sequence similarity 200, member
ENOG410WHNU	ENSP00000343610	32	TU	synergin gamma
ENOG410WJAX	ENSP00000310670	23	S	kiaa1967
ENOG410WFIY	ENSP00000276659	20	O	R-spondin 2
ENOG410VFNX	ENSP00000352233	19	K	Zinc finger protein
ENOG410WC4J	ENSP00000467286	4	K	zinc ion binding
ENOG410WF4F	ENSP00000290438	11	S	Golgin subfamily A member
ENOG410WIZ9	ENSP00000417176	18	O	ring finger protein 183
ENOG410VMU3	ENSP00000437400	5	S	NA
ENOG410WBVS	ENSP00000396858	3	S	NA
ENOG410VG4N	ENSP00000302569	30	TV	C-type lectin domain family 7, member A
ENOG410WEDM	ENSP00000308368	7	S	Chromosome 12 open reading frame
ENOG410WBQ6	ENSP00000427961	2	S	NA
ENOG410WIVU	ENSP00000239666	25	O	PDZ domain containing 11
ENOG410VDX5	ENSP00000288177	19	K	zinc finger protein 19
ENOG410VVD6	ENSP00000402151	8	S	NA
ENOG410WEEA	ENSP00000356324	5	U	chromosome 1 open reading frame 98
ENOG410WBNF	ENSP00000343244	4	V	dual specificity phosphatase 21
ENOG410WC5P	ENSP00000415986	4	S	NA
ENOG410WF5C	ENSP00000397330	5	S	chromosome X open reading frame 28
ENOG410WBNH	ENSP00000329365	4	K	zinc finger protein 730
ENOG410WBGF	ENSP00000416095	2	S	NA
ENOG410WEXH	ENSP00000373152	12	S	chromosome 6 open reading frame 100
ENOG410WE96	ENSP00000449568	6	S	NA
ENOG410VG4I	ENSP00000459292	23	T	killer cell immunoglobulin-like receptor
ENOG410WBNK	ENSP00000449522	2	S	NA
ENOG410VI1R	ENSP00000360315	31	S	transmembrane protein 61
ENOG410WBUU	ENSP00000334998	2	P	Metallothioneins have a high content of cysteine residues that bind various heavy metals (By similarity)
ENOG410WHJQ	ENSP00000430487	22	T	Matrilin 2
ENOG410WBR0	ENSP00000395963	4	S	Domain of unknown function (DUF3496)
ENOG410WG88	ENSP00000358820	14	T	EPS8-like 3
ENOG410VDC5	ENSP00000412394	44	K	mastermind-like 2 (Drosophila)
ENOG410V9TS	ENSP00000270649	16	K	Zinc finger protein 614
ENOG410WGZK	ENSP00000384192	51	T	RAS guanyl releasing protein 3 (calcium and DAG-regulated)
ENOG410WBHF	ENSP00000312329	3	D	Inherit from KOG: Stromal antigen
ENOG410WFC8	ENSP00000378635	32	Z	dystrophin related protein 2
ENOG410WIEB	ENSP00000439287	6	U	regulating synaptic membrane exocytosis 4
ENOG410VX8G	ENSP00000370439	6	S	NA
ENOG410V6U3	ENSP00000357844	74	G	solute carrier family 16, member
ENOG410V8SZ	ENSP00000016913	29	S	Membrane-spanning 4-domains subfamily A member 12
ENOG410VATE	ENSP00000321735	26	G	solute carrier family 16, member 8 (monocarboxylic acid transporter 3)
ENOG410VHRW	ENSP00000342886	10	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
ENOG410VF71	ENSP00000396402	20	K	Zinc finger protein 793
ENOG410VDID	ENSP00000365946	30	A	RNA binding motif (RNP1, RRM) protein 3
ENOG410WIM5	ENSP00000284000	33	K	CCAAT enhancer binding protein (C EBP), gamma
ENOG410WBP7	ENSP00000235347	3	K	NA
ENOG410VV16	ENSP00000373254	10	K	KRAB box domain containing 1
ENOG410WBYF	ENSP00000340703	2	Z	small proline-rich protein 2B
ENOG410VF8D	ENSP00000419397	20	K	zinc finger protein 782
ENOG410WJ4D	ENSP00000299443	17	Z	POTE ankyrin domain family, member
ENOG410WE9H	ENSP00000465732	6	K	Zinc finger protein
ENOG410VP9R	ENSP00000381706	12	U	defensin, beta 133
ENOG410VNEK	ENSP00000347601	10	S	chromosome 11 open reading frame 92
ENOG410VJA0	ENSP00000327732	22	S	chromosome 7 open reading frame 61
ENOG410V8Q4	ENSP00000347649	63	O	leprecan-like 4
ENOG410V7JI	ENSP00000373518	75	PQ	NADPH oxidase, EF-hand calcium binding domain 5
ENOG410WEAF	ENSP00000469422	38	S	G antigen
ENOG410VUE6	ENSP00000264387	9	H	chromosome 2 open reading frame 83
ENOG410WBP0	ENSP00000352424	2	T	TGFB1-induced anti-apoptotic factor 1
ENOG410VN1R	ENSP00000321360	9	S	chromosome 14 open reading frame
ENOG410VF6T	ENSP00000357901	51	S	Sodium channel modifier 1
ENOG410VB50	ENSP00000318898	17	K	zinc finger protein 114
ENOG410VK28	ENSP00000228438	17	TV	C-type lectin domain family 2 member B
ENOG410VAW8	ENSP00000339726	39	T	Olfactory receptor
ENOG410VUFJ	ENSP00000316590	4	H	Formate--tetrahydrofolate ligase
ENOG410WEWP	ENSP00000389901	5	S	NA
ENOG410WIWN	ENSP00000334430	4	S	family with sequence similarity 9, member C
ENOG410VXJ5	ENSP00000359529	14	S	Sperm protein associated with the nucleus on the X chromosome
ENOG410WEB7	ENSP00000319716	6	K	Zinc finger protein 101
ENOG410VMTA	ENSP00000364363	13	S	Small integral membrane protein 5
ENOG410VB62	ENSP00000309052	17	P	cation channel, sperm associated 1
ENOG410VS1U	ENSP00000328232	18	K	SIII, also known as elongin, is a general transcription elongation factor that increases the RNA polymerase II transcription elongation past template-encoded arresting sites. Subunit A3 is transcriptionally active but its transcription activity is not enhanced by binding to the dimeric complex of the SIII regulatory subunits B and C (elongin BC complex)
ENOG410VICN	ENSP00000230012	23	K	Hepatoma derived growth factor-like 1
ENOG410WGK1	ENSP00000355136	35	T	Sorbin and SH3 domain containing 1
ENOG410VPFM	ENSP00000328149	7	S	spermatogenesis associated 8
ENOG410WHXT	ENSP00000314910	21	T	dickkopf 3 homolog (Xenopus laevis)
ENOG410WBFH	ENSP00000330587	2	P	Metallothioneins have a high content of cysteine residues that bind various heavy metals
ENOG410VJQB	ENSP00000448511	34	S	Chromosome 17 open reading frame 58
ENOG410V5C3	ENSP00000319305	26	K	Zinc finger protein 572
ENOG410VAIY	ENSP00000253031	69	S	Yip1 domain family member
ENOG410VAXC	ENSP00000366899	26	K	zinc finger protein 133
ENOG410WJJZ	ENSP00000348550	19	T	FERM domain containing 6
ENOG410WE79	ENSP00000354660	7	O	melanoma antigen family C, 2
ENOG410VE1N	ENSP00000288466	21	L	zinc finger protein 618
ENOG410WE7X	ENSP00000436900	6	S	NA
ENOG410VZ2W	ENSP00000414893	4	S	NA
ENOG410VE9J	ENSP00000319053	14	K	zinc finger protein 77
ENOG410VTM4	ENSP00000391149	3	S	NA
ENOG410WJ0Y	ENSP00000397043	21	O	Tripartite motif containing 39
ENOG410WBMY	ENSP00000305373	5	K	Zinc finger protein
ENOG410WD6S	ENSP00000397911	5	O	Sp140 nuclear body
ENOG410VFBV	ENSP00000311038	14	T	Olfactory receptor
ENOG410WBVR	ENSP00000425679	2	T	RUN domain
ENOG410WEM4	ENSP00000276927	13	W	interferon
ENOG410WEU8	ENSP00000386728	5	S	NA
ENOG410V9CM	ENSP00000249861	23	S	THAP domain containing 10
ENOG410WC2F	ENSP00000447299	2	S	NA
ENOG410WF32	ENSP00000318716	7	S	family with sequence similarity 9, member B
ENOG410WBI4	ENSP00000391357	4	S	NA
ENOG410VKPB	ENSP00000370058	13	S	chromosome 9 open reading frame 92
ENOG410WBY8	ENSP00000407928	4	S	NA
ENOG410WIM2	ENSP00000297689	16	K	nuclear factor, interleukin 3 regulated
ENOG410VQZ1	ENSP00000377461	9	K	Zinc finger protein 559
ENOG410VJE0	ENSP00000259983	20	S	chromosome 6 open reading frame 52
ENOG410WCZA	ENSP00000361290	25	W	Collagen, type IV, alpha 4
ENOG410VF4M	ENSP00000301280	75	B	Chromatin assembly factor 1, subunit A (P150)
ENOG410WE75	ENSP00000267291	7	O	RING finger protein 113B
ENOG410WGKZ	ENSP00000216133	14	B	chromobox homolog 7
ENOG410VF5I	ENSP00000360020	19	S	DIRAS family, GTP-binding RAS-like 3
ENOG410WGAT	ENSP00000305941	38	W	Usher syndrome 2A (autosomal recessive, mild)
ENOG410VYYF	ENSP00000393631	4	O	adrenomedullin 5 homolog (pig)
ENOG410WI9M	ENSP00000374218	18	S	extended synaptotagmin-like protein 3
ENOG410V84T	ENSP00000359768	39	S	kiaa1586
ENOG410WC3J	ENSP00000431025	2	S	NA
ENOG410VQQN	ENSP00000254835	14	S	Ankyrin repeat domain-containing protein
ENOG410VIAD	ENSP00000359820	13	S	family with sequence similarity 122C
ENOG410VRVJ	ENSP00000324441	9	K	Zinc finger protein
ENOG410WBKI	ENSP00000394032	3	S	NA
ENOG410W1EH	ENSP00000006724	5	T	carcinoembryonic antigen-related cell adhesion molecule 7
ENOG410VAYD	ENSP00000246646	34	S	keratin 38
ENOG410WISE	ENSP00000306678	26	T	ankyrin repeat and kinase domain containing 1
ENOG410WGZI	ENSP00000465742	13	T	RAS guanyl releasing protein 4
ENOG410V7W5	ENSP00000354387	64	F	nicotinamide riboside kinase
ENOG410WBRQ	ENSP00000384291	2	T	low density lipoprotein receptor-related protein 5-like
ENOG410VI4V	ENSP00000425864	67	S	mef2b neighbor
ENOG410V9W8	ENSP00000263095	41	K	Zinc finger protein
ENOG410WJ1C	ENSP00000298772	36	O	tripartite motif containing 13
ENOG410WBVW	ENSP00000358583	4	S	chromosome 6 open reading frame 164
ENOG410VI1U	ENSP00000329942	24	S	CD300e molecule
ENOG410WHI8	ENSP00000382356	12	W	collagen, type XXVIII, alpha 1
ENOG410VJMQ	ENSP00000345797	13	K	zinc finger family member 673
ENOG410VXBK	ENSP00000433282	6	P	solute carrier family 22 (organic cation transporter), member 18 antisense
ENOG410VE4E	ENSP00000349098	20	K	zinc finger protein 74
ENOG410VMXE	ENSP00000332602	14	S	cancer testis antigen
ENOG410VJ3F	ENSP00000303206	23	TV	regenerating islet-derived 1
ENOG410WF4Q	ENSP00000300182	4	U	membrane-spanning 4-domains, subfamily A, member 6E
ENOG410VWYV	ENSP00000395460	9	S	NA
ENOG410WBHP	ENSP00000426367	2	S	NA
ENOG410WFDM	ENSP00000345716	16	S	NFKB activating
ENOG410VJN8	ENSP00000316940	16	S	transmembrane protein 31
ENOG410V9BB	ENSP00000361502	82	G	Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde) (By similarity)
ENOG410WBFR	ENSP00000447587	2	S	NA
ENOG410WE2Y	ENSP00000355577	15	S	solute carrier family 35, member F3
ENOG410WBJS	ENSP00000316465	2	S	chromosome 18 open reading frame 56
ENOG410WBUF	ENSP00000404011	3	S	keratin, type II cytoskeletal 8-like
ENOG410WF02	ENSP00000316137	5	S	NA
ENOG410W38V	ENSP00000388531	8	S	NA
ENOG410WBKV	ENSP00000441995	4	K	Zinc finger, C2H2 type
ENOG410WC1S	ENSP00000376423	3	Z	small proline-rich protein 2A
ENOG410VGN4	ENSP00000379464	13	K	Zinc finger protein 134
ENOG410WBQV	ENSP00000379747	3	S	NA
ENOG410WE85	ENSP00000457270	3	S	NA
ENOG410V7S6	ENSP00000357836	12	TU	sorting nexin family member 27
ENOG410W1ZJ	ENSP00000419057	13	K	Inherit from opiNOG: Zinc finger protein
ENOG410V8M4	ENSP00000425050	23	S	NA
ENOG410WBFE	ENSP00000434645	2	S	NA
ENOG410VB21	ENSP00000347338	9	K	zinc finger protein 607
ENOG410WHBN	ENSP00000280190	23	B	WD repeat domain 17
ENOG410WFNQ	ENSP00000288266	32	T	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
ENOG410WHRQ	ENSP00000357915	14	P	solute carrier family 22 (organic cation carnitine transporter), member 16
ENOG410VFX4	ENSP00000459255	24	T	taste receptor, type 2
ENOG410WBY4	ENSP00000362230	4	S	NA
ENOG410VDP0	ENSP00000324605	16	K	zinc finger protein 660
ENOG410VEUR	ENSP00000304643	27	T	Calmodulin-like 6
ENOG410WHUI	ENSP00000314655	6	K	TSC22 domain family, member 3
ENOG410WH13	ENSP00000447150	15	T	Rho GTPase activating protein 27
ENOG410VMBB	ENSP00000371813	12	O	defensin, beta 132
ENOG410VY0H	ENSP00000361463	6	S	NA
ENOG410V8B9	ENSP00000349945	15	T	olfactory receptor, family 5, subfamily B, member 17
ENOG410V5BU	ENSP00000324392	33	S	RING finger protein 213
ENOG410WE7C	ENSP00000326394	6	S	chromosome 11 open reading frame 44
ENOG410VZ62	ENSP00000365108	6	S	chromosome 9 open reading frame
ENOG410VBRI	ENSP00000295896	34	S	chromosome 3 open reading frame 49
ENOG410WBFS	ENSP00000471761	4	S	NA
ENOG410WCBH	ENSP00000322909	3	K	four and a half LIM domains 2
ENOG410WEY0	ENSP00000293725	4	K	zinc finger protein 563
ENOG410WJ67	ENSP00000266736	50	F	amidohydrolase domain containing 1
ENOG410VE1G	ENSP00000404074	17	K	Zinc finger protein 193
ENOG410WEXV	ENSP00000324913	5	T	olfactory receptor, family 4, subfamily C, member 16
ENOG410WE71	ENSP00000392689	6	S	NA
ENOG410VPIH	ENSP00000357754	7	O	Sperm mitochondria-associated cysteine-rich protein
ENOG410WF0T	ENSP00000382107	5	S	NA
ENOG410WBMV	ENSP00000391067	2	K	zinc finger protein 302
ENOG410VVG6	ENSP00000310146	6	O	ubiquitin-like protein FUBI-like protein
ENOG410VTQA	ENSP00000437574	5	S	NA
ENOG410WC3X	ENSP00000239730	2	DUZ	Septin
ENOG410WIJI	ENSP00000357425	24	I	Sphingomyelin phosphodiesterase, acid-like 3A
ENOG410WIHJ	ENSP00000347997	10	O	ubiquilin 3
ENOG410VP0G	ENSP00000301419	6	S	chromosome 19 open reading frame 48
ENOG410VKF8	ENSP00000464695	12	S	chromosome 1 open reading frame 147
ENOG410WGQ1	ENSP00000460328	29	K	transcription factor 20 (AR1)
ENOG410VBU1	ENSP00000340660	28	OW	epididymal sperm binding protein 1
ENOG410WF33	ENSP00000385502	5	S	NA
ENOG410WH2W	ENSP00000266754	27	Z	growth arrest-specific 2 like 3
ENOG410VSY6	ENSP00000410111	9	U	TBC1 domain family member
ENOG410VYHW	ENSP00000386947	7	S	NA
ENOG410VNBJ	ENSP00000382673	8	S	family with sequence similarity 205, member B
ENOG410WEGS	ENSP00000311181	4	S	SNRPN upstream reading frame-like
ENOG410VKCC	ENSP00000380055	12	S	NA
ENOG410WJ02	ENSP00000367173	38	O	Ring finger protein 207
ENOG410VP7F	ENSP00000334267	8	S	chromosome 5 open reading frame 38
ENOG410WJDW	ENSP00000358886	3	B	ataxin 7-like 2
ENOG410VN9H	ENSP00000411909	40	S	cancer testis antigen
ENOG410WEUJ	ENSP00000389289	2	C	aldo-keto reductase family 1, member B15
ENOG410VDHV	ENSP00000333725	22	K	zinc finger protein 26
ENOG410WH8A	ENSP00000346453	59	U	Importin 4
ENOG410WF5M	ENSP00000385262	4	S	NA
ENOG410V9HE	ENSP00000400500	39	S	THAP domain containing 5
ENOG410WBSQ	ENSP00000435142	2	S	NA
ENOG410WERP	ENSP00000332134	9	K	PRAME family member
ENOG410WBQC	ENSP00000472100	9	S	NA
ENOG410WEYX	ENSP00000399523	5	S	NA
ENOG410V67B	ENSP00000370718	70	D	acetylserotonin O-methyltransferase-like
ENOG410VTGY	ENSP00000372547	5	K	Transcriptional regulator that controls a genetic switch in male development (By similarity)
ENOG410WI2Z	ENSP00000283243	27	T	Phospholipase A2 receptor 1, 180kDa
ENOG410WGFD	ENSP00000264444	21	K	Max dimerization protein 1
ENOG410V53F	ENSP00000385247	44	OT	calpain 14
ENOG410VMWZ	ENSP00000328495	10	S	chromosome 21 open reading frame 128
ENOG410VEPH	ENSP00000461291	22	T	Fc fragment of IgA, receptor for
ENOG410WEHS	ENSP00000276344	7	S	Melanoma antigen, family A, 4
ENOG410VFWI	ENSP00000247883	15	T	Taste receptor type 2 member
ENOG410WFQP	ENSP00000384725	29	K	PR domain containing 6
ENOG410WFDX	ENSP00000357341	33	L	Nuclear receptor coactivator 7
ENOG410V6EC	ENSP00000370430	67	U	patatin-like phospholipase domain containing 4
ENOG410VIHI	ENSP00000461288	21	L	Apolipoprotein B mRNA editing enzyme catalytic polypeptide-like
ENOG410VFDD	ENSP00000222122	12	K	D site of albumin promoter (Albumin D-box) binding protein
ENOG410WDYM	ENSP00000339971	17	S	chromosome 20 open reading frame 132
ENOG410VNZX	ENSP00000322191	14	O	defensin, beta 104A
ENOG410WG4J	ENSP00000358478	57	K	Transcription termination factor, RNA polymerase II
ENOG410WGYX	ENSP00000320940	11	K	nuclear receptor coactivator 1
ENOG410VGZ4	ENSP00000402060	18	T	poliovirus receptor
ENOG410VXS5	ENSP00000367111	7	S	chromosome X open reading frame 31
ENOG410WE57	ENSP00000386184	16	S	chromosome 5 open reading frame 54
ENOG410WEC5	ENSP00000415527	4	S	NA
ENOG410VVVU	ENSP00000382758	6	S	NA
